[2026-08-30 14:11:06] : Clicked: App: CLIENT, Title: WindowDefenderV1
[2026-08-30 14:11:08] : Clicked: App: ADMIN, Title: ADMIN — Control Panel
[2026-08-30 14:11:11] : Clicked: App: ADMIN, Title: ADMIN — Control Panel
[2026-08-30 14:11:15] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:18] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:23] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:24] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:24] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:24] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:27] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:28] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:29] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:35] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:36] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:36] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:38] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:38] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:43] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:45] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:47] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:47] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:49] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:50] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:51] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:52] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:53] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:54] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:57] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:57] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:58] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:12:00] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:12:07] : Clicked: App: ADMIN, Title: ADMIN — Control Panel
[2026-08-30 14:12:09] : Clicked: App: CLIENT, Title: WindowDefenderV1
[2026-08-30 14:12:10] : Clicked: App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:11] : Clicked: App: CLIENT, Title: WindowDefenderV1
[2026-08-30 14:12:21] : Clicked: App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:25] : Key: M, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:25] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:25] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:25] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:25] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:26] : Key: L, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:26] : Key: L, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:26] : Key: L, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:26] : Key: L, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:26] : Key: O, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:26] : Key: O, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:26] : Key: W, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:26] : Key: W, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:26] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:26] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:26] : Key: T, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:27] : Key: T, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:27] : Key: O, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:27] : Key: O, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:27] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:27] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:35] : Key: P, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:35] : Key: P, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:35] : Key: L, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:35] : Key: L, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:36] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:36] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:36] : Key: Y, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:36] : Key: Y, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:36] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:36] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:37] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:37] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:37] : Key: G, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:37] : Key: G, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:37] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:37] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:37] : Key: I, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:37] : Key: I, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:37] : Key: N, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:37] : Key: N, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:38] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:38] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:38] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:38] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:38] : Key: N, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:38] : Key: N, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:38] : Key: D, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:38] : Key: D, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:38] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:38] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:39] : Key: T, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:39] : Key: T, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:39] : Key: H, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:39] : Key: H, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:39] : Key: E, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:39] : Key: E, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:39] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:39] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:39] : Key: C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:39] : Key: C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:40] : Key: O, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:40] : Key: O, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:40] : Key: N, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:40] : Key: N, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:40] : Key: T, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:40] : Key: T, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:41] : Key: R, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:41] : Key: R, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:41] : Key: O, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:41] : Key: O, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:41] : Key: L, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:41] : Key: L, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:42] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:42] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:42] : Key: D, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:42] : Key: D, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:42] : Key: I, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:42] : Key: I, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:42] : Key: D, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:42] : Key: D, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:42] : Key: N, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:42] : Key: N, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:43] : Key: Oem7, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:43] : Key: Oem7, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:43] : Key: T, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:43] : Key: T, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:43] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:43] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:44] : Key: W, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:44] : Key: W, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:44] : Key: O, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:44] : Key: O, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:44] : Key: R, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:44] : Key: R, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:44] : Key: K, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:44] : Key: K, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:48] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:48] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:48] : Key: K, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:48] : Key: K, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:49] : Key: I, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:49] : Key: I, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:49] : Key: N, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:49] : Key: N, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:49] : Key: D, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:49] : Key: D, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:49] : Key: L, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:49] : Key: L, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:49] : Key: Y, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:49] : Key: Y, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:49] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:49] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:50] : Key: C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:50] : Key: C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:50] : Key: H, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:50] : Key: H, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:50] : Key: E, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:50] : Key: E, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:50] : Key: C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:50] : Key: C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:50] : Key: K, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:50] : Key: K, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:50] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:50] : Key: Spacebar, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:51] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:51] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:51] : Key: G, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:51] : Key: G, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:51] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:51] : Key: A, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:51] : Key: I, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:51] : Key: I, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:51] : Key: N, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:51] : Key: N, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:52] : Key: Enter, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:52] : Key: Enter, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:56] : Clicked: App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:57] : Clicked: App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:03] : Clicked: App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:04] : Key: Ctrl, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:04] : Key: Ctrl, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:04] : Key: Ctrl + C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:04] : Key: Ctrl + C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:06] : Key: Ctrl, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:06] : Key: Ctrl, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:07] : Key: Ctrl + 162, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:07] : Key: Ctrl + 162, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:07] : Key: Ctrl + 162, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:07] : Key: Ctrl + 162, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:07] : Key: Ctrl + C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:07] : Key: Ctrl + C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:10] : Key: Ctrl, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:10] : Key: Ctrl, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:10] : Clicked: App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:10] : Key: Ctrl + C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:10] : Key: Ctrl + C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:10] : Key: Ctrl + C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:10] : Key: Ctrl + C, App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:12] : Clicked: App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:13:14] : Clicked: App: explorer, Title: 
[2026-08-30 14:13:14] : Key: LeftWindows, App: explorer, Title: 
[2026-08-30 14:13:14] : Key: LeftWindows, App: explorer, Title: 
[2026-08-30 14:13:15] : Key: T, App: SearchApp, Title: Search
[2026-08-30 14:13:15] : Key: T, App: SearchApp, Title: Search
[2026-08-30 14:13:15] : Key: A, App: SearchApp, Title: Search
[2026-08-30 14:13:15] : Key: A, App: SearchApp, Title: Search
[2026-08-30 14:13:15] : Key: S, App: SearchApp, Title: Search
[2026-08-30 14:13:15] : Key: S, App: SearchApp, Title: Search
[2026-08-30 14:13:16] : Key: K, App: SearchApp, Title: Search
[2026-08-30 14:13:16] : Key: K, App: SearchApp, Title: Search
[2026-08-30 14:13:17] : Key: M, App: SearchApp, Title: Search
[2026-08-30 14:13:17] : Key: M, App: SearchApp, Title: Search
[2026-08-30 14:13:17] : Key: G, App: SearchApp, Title: Search
[2026-08-30 14:13:17] : Key: G, App: SearchApp, Title: Search
[2026-08-30 14:13:19] : Key: R, App: SearchApp, Title: Search
[2026-08-30 14:13:19] : Key: R, App: SearchApp, Title: Search
[2026-08-30 14:13:20] : Key: Enter, App: SearchApp, Title: Search
[2026-08-30 14:13:20] : Key: Enter, App: SearchApp, Title: Search
[2026-08-30 14:17:33] : Clicked: App: ADMIN, Title: ADMIN — Control Panel
[2026-08-30 14:17:35] : Clicked: App: ADMIN, Title: ADMIN — Control Panel
[2026-08-30 14:17:37] : Clicked: App: ADMIN, Title: ADMIN — Control Panel
[2026-08-30 14:17:39] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:17:40] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:17:41] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:17:43] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:17:44] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:17:45] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:17:46] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:17:48] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:17:51] : Clicked: App: ADMIN, Title: Remote Desktop
